App Id,App Name,Keyword,Brand,Volume,Max. Volume,Difficulty,Chance,KEI,Results,Rank,Rank Status,Growth (Yesterday),Monthly Downloads,Maximum Reach,Conversion Rate,Relevancy Score
6479689893,Tattoo AI - Tattoo Design,ai tattoo cover up,false,5,5,1,73,22,238,1,estimated,undefined,0,0,0,95
6479689893,Tattoo AI - Tattoo Design,ai tattoo design creator,false,5,31,8,100,30,238,1,ranked,0,0,0,0,99
6479689893,Tattoo AI - Tattoo Design,ai tattoo design tattoo maker,false,5,29,8,100,30,239,1,ranked,0,0,0,0,99
6479689893,Tattoo AI - Tattoo Design,ai tattoo genarator,false,5,5,8,100,30,233,1,ranked,undefined,0,0,0,99
6479689893,Tattoo AI - Tattoo Design,ai tattoo generaotr,false,5,5,8,100,30,232,1,ranked,undefined,0,0,0,98
6479689893,Tattoo AI - Tattoo Design,ai tattoo generatoe,false,5,5,8,100,30,232,1,ranked,undefined,0,0,0,98
6479689893,Tattoo AI - Tattoo Design,ai tattoo generator apps,false,5,5,7,100,30,236,1,ranked,0,0,0,0,99
6479689893,Tattoo AI - Tattoo Design,ai tattoo generator free,false,5,34,8,100,30,244,1,ranked,0,0,0,0,87
6479689893,Tattoo AI - Tattoo Design,ai tattoo generetor,false,5,5,8,100,30,232,1,ranked,undefined,0,0,0,98
6479689893,Tattoo AI - Tattoo Design,ai tattoo genrator,false,5,5,8,100,30,235,1,ranked,undefined,0,0,0,100
6479689893,Tattoo AI - Tattoo Design,ai tattoo maker,false,5,27,7,100,30,240,1,ranked,0,0,0,0,95
6479689893,Tattoo AI - Tattoo Design,aitattoos,false,5,5,8,100,30,239,1,ranked,undefined,0,0,0,99
6479689893,Tattoo AI - Tattoo Design,ai tattoos,false,5,27,8,98,29,242,1,ranked,0,0,0,0,98
6479689893,Tattoo AI - Tattoo Design,ai tattoos dé,false,5,5,0,73,22,228,1,estimated,undefined,0,0,0,100
6479689893,Tattoo AI - Tattoo Design,ai tattoos desin,false,5,5,1,98,29,239,1,ranked,0,0,0,0,100
6479689893,Tattoo AI - Tattoo Design,ai tattoos for halloween,false,5,5,8,100,30,230,1,ranked,undefined,0,0,0,100
6479689893,Tattoo AI - Tattoo Design,ai tattos,false,5,5,8,100,30,235,1,ranked,undefined,0,0,0,98
6479689893,Tattoo AI - Tattoo Design,ai tatuajes,false,5,5,0,99,30,242,1,ranked,0,0,0,0,99
6479689893,Tattoo AI - Tattoo Design,ai рисунки,false,5,5,15,73,22,30,1,estimated,undefined,0,0,0,89
6479689893,Tattoo AI - Tattoo Design,al tattoo,false,5,5,8,98,29,242,1,ranked,undefined,0,0,0,100
6479689893,Tattoo AI - Tattoo Design,al tattoo generator,false,5,5,8,98,29,232,1,ranked,undefined,0,0,0,100
6479689893,Tattoo AI - Tattoo Design,apps for custom tattoo text designs,false,5,5,3,73,22,220,1,estimated,undefined,0,0,0,99
6479689893,Tattoo AI - Tattoo Design,apps to design your own tattoo,false,5,5,1,73,22,212,1,estimated,undefined,0,0,0,99
6479689893,Tattoo AI - Tattoo Design,app to create tattoo designs with ar technology,false,5,5,1,98,29,226,1,ranked,0,0,0,0,100
6479689893,Tattoo AI - Tattoo Design,ar tattoo design creator apps,false,5,5,14,98,29,230,1,ranked,0,0,0,0,100
6479689893,Tattoo AI - Tattoo Design,art tato,false,5,5,1,100,30,221,1,ranked,undefined,0,0,0,100
6479689893,Tattoo AI - Tattoo Design,art tattoo,false,5,5,1,73,22,228,1,estimated,undefined,0,0,0,98
6479689893,Tattoo AI - Tattoo Design,best tattoo design creator apps,false,5,5,1,73,22,226,1,estimated,undefined,0,0,0,100
6479689893,Tattoo AI - Tattoo Design,build a tattoo,false,5,5,2,100,30,204,1,ranked,0,0,0,0,100
6479689893,Tattoo AI - Tattoo Design,build your own tattoo,false,5,5,1,100,30,222,1,ranked,0,0,0,0,100
6479689893,Tattoo AI - Tattoo Design,chatgpt tattoo,false,5,24,1,100,30,215,1,ranked,0,0,0,0,97
6479689893,Tattoo AI - Tattoo Design,coverup,false,5,5,0,99,30,18,1,ranked,0,0,0,0,85
6479689893,Tattoo AI - Tattoo Design,cover up tattoo,false,5,5,1,73,22,211,1,estimated,undefined,0,0,0,92
6479689893,Tattoo AI - Tattoo Design,create a tattoo,false,5,5,1,98,29,220,1,ranked,0,0,0,0,85
6479689893,Tattoo AI - Tattoo Design,create multiple tattoos,false,5,5,1,100,30,225,1,ranked,0,0,0,0,99
6479689893,Tattoo AI - Tattoo Design,create tattoo ai,false,5,5,0,73,22,233,1,estimated,undefined,0,0,0,100
6479689893,Tattoo AI - Tattoo Design,create tattoo designs,false,5,5,0,73,22,218,1,estimated,undefined,0,0,0,100
6479689893,Tattoo AI - Tattoo Design,create tattoos,false,5,5,2,73,22,222,1,estimated,undefined,0,0,0,99
6479689893,Tattoo AI - Tattoo Design,create ur own tattoo,false,5,5,1,98,29,226,1,ranked,undefined,0,0,0,100
6479689893,Tattoo AI - Tattoo Design,create your own tattoo,false,5,5,2,73,22,232,1,estimated,undefined,0,0,0,100
6479689893,Tattoo AI - Tattoo Design,creating tattoo designs with ai technology,false,5,5,1,73,22,223,1,estimated,undefined,0,0,0,99
6479689893,Tattoo AI - Tattoo Design,creat your own tattoo,false,5,5,1,100,30,230,1,ranked,undefined,0,0,0,100
6479689893,Tattoo AI - Tattoo Design,cudtom tattoo,false,5,5,1,100,30,212,1,ranked,undefined,0,0,0,74
6479689893,Tattoo AI - Tattoo Design,custom tattoo,false,5,5,2,73,22,215,1,estimated,undefined,0,0,0,93
6479689893,Tattoo AI - Tattoo Design,custom tattoo ai,false,5,5,1,73,22,227,1,estimated,undefined,0,0,0,100
6479689893,Tattoo AI - Tattoo Design,custom tattoo app,false,5,5,1,73,22,212,1,estimated,undefined,0,0,0,98
6479689893,Tattoo AI - Tattoo Design,custom tattoos,false,5,5,1,100,30,218,1,ranked,undefined,0,0,0,99
6479689893,Tattoo AI - Tattoo Design,design a tattoo,false,5,26,1,100,30,218,1,ranked,0,0,0,0,85
6479689893,Tattoo AI - Tattoo Design,design tattoo,false,5,23,5,99,30,218,1,ranked,0,0,0,0,96
6479689893,Tattoo AI - Tattoo Design,design tattoo ai,false,5,5,1,73,22,233,1,estimated,undefined,0,0,0,98
6479689893,Tattoo AI - Tattoo Design,design tattoos,false,5,5,1,98,29,222,1,ranked,undefined,0,0,0,94
6479689893,Tattoo AI - Tattoo Design,design tattoos with ai tattoo generator,false,5,5,7,100,30,237,1,ranked,0,0,0,0,100
6479689893,Tattoo AI - Tattoo Design,design ur own tattoo,false,5,5,1,87,26,218,4,ranked,undefined,0,0,0,100
6479689893,Tattoo AI - Tattoo Design,design your own tattoo,false,5,5,1,100,30,222,1,ranked,undefined,0,0,0,86
6479689893,Tattoo AI - Tattoo Design,diseños de tatuajes,false,5,5,6,73,22,221,1,estimated,undefined,0,0,0,100
6479689893,Tattoo AI - Tattoo Design,dream tattoos,false,5,5,0,73,22,224,1,estimated,undefined,0,0,0,97
6479689893,Tattoo AI - Tattoo Design,easy maori,false,5,5,0,73,22,234,1,estimated,undefined,0,0,0,56
6479689893,Tattoo AI - Tattoo Design,free ai tattoo generator,false,5,38,8,100,30,242,1,ranked,0,0,0,0,95
6479689893,Tattoo AI - Tattoo Design,free tattoo designer,false,5,5,0,73,22,241,1,estimated,undefined,0,0,0,100
6479689893,Tattoo AI - Tattoo Design,generate custom ink,false,5,5,2,73,22,233,1,estimated,undefined,0,0,0,99
6479689893,Tattoo AI - Tattoo Design,generate tatto,false,5,5,1,100,30,242,1,ranked,undefined,0,0,0,98
6479689893,Tattoo AI - Tattoo Design,generate tattoo designs with ai tattoo generator,false,5,31,1,99,30,236,1,ranked,0,0,0,0,100
6479689893,Tattoo AI - Tattoo Design,generator ai ink,false,5,5,7,73,22,233,1,estimated,undefined,0,0,0,99
6479689893,Tattoo AI - Tattoo Design,generator ai tatoo,false,5,5,8,98,29,238,1,ranked,undefined,0,0,0,98
6479689893,Tattoo AI - Tattoo Design,generator creator tattoos,false,5,5,1,73,22,232,1,estimated,undefined,0,0,0,98
6479689893,Tattoo AI - Tattoo Design,generator tattooai,false,5,5,0,73,22,235,1,estimated,undefined,0,0,0,99
6479689893,Tattoo AI - Tattoo Design,generator tattoo ai,false,5,5,8,100,30,234,1,ranked,undefined,0,0,0,98
6479689893,Tattoo AI - Tattoo Design,generator tattoo ai design,false,5,5,8,73,22,234,1,estimated,undefined,0,0,0,98
6479689893,Tattoo AI - Tattoo Design,iart tattoo,false,5,5,0,73,22,210,1,estimated,undefined,0,0,0,100
6479689893,Tattoo AI - Tattoo Design,ia tatoo,false,5,5,1,100,30,244,1,ranked,undefined,0,0,0,99
6479689893,Tattoo AI - Tattoo Design,ia tatto,false,5,5,7,73,22,239,1,estimated,undefined,0,0,0,99
6479689893,Tattoo AI - Tattoo Design,ia tattoo,false,5,5,7,100,30,219,1,ranked,undefined,0,0,0,100
6479689893,Tattoo AI - Tattoo Design,ideas tatte,false,5,0,0,98,29,220,1,ranked,undefined,0,0,0,100
6479689893,Tattoo AI - Tattoo Design,image tat,false,5,5,0,99,30,237,1,ranked,0,0,0,0,90
6479689893,Tattoo AI - Tattoo Design,image to tattoo,false,5,5,1,99,30,215,1,ranked,undefined,0,0,0,100
